ProjectName,ProjectDeveloper,ProjectOwner,State,County,Latitude,Longitude,Capacity,CurrentPhase,TimelineDays,OnlyCanceled,ArtificialEnd,OperatingDateFirst,PhaseHistory,,,,,,,,,,,,,,,,,,,,,,,
Frampton Wind Farm,Boralex,Boralex,QC,,46.467,-70.808,24,Operating,1820,No,No,No,Operating:12/15/2015,Under Const:5/8/2015,Proposed:12/21/2010,,,,,,,,,,,,,,,,,,,,,
Franklin County Wind Farm,Franklin County Wind,Franklin County Wind,IA,Franklin,42.6179,-93.3331,100,Operating,455,No,No,No,Operating:12/12/2012,Under Const:10/17/2012,Site Prep:2/10/2012,Proposed:9/14/2011,,,,,,,,,,,,,,,,,,,,
Franklin Wind,Franklin Wind Farm,Franklin Wind Farm,NY,Delaware,42.1856,-74.9261,50.4,Proposed,3256,No,Yes,No,Proposed:12/2/2009,,,,,,,,,,,,,,,,,,,,,,,
Freeborn Wind Energy Project,Freeborn Wind Energy,Freeborn Wind Energy,MN,Freeborn,43.5782,-93.2556,200,Proposed,1285,No,Yes,No,Proposed:4/26/2015,,,,,,,,,,,,,,,,,,,,,,,
Freedom Wind,Beaver Ridge Wind,Beaver Ridge Wind,ME,Waldo,44.4974,-69.3323,4.5,Operating,981,No,No,No,Operating:11/9/2008,Under Const:6/1/2008,Permitted:12/7/2006,App Pending:9/4/2006,Proposed:3/4/2006,,,,,,,,,,,,,,,,,,,
Frenchman's Ridge Wind,Gaelectric Ltd,Gaelectric Ltd,MT,Chouteau,47.7542,-110.5378,135,Canceled,1472,Yes,No,No,Canceled:6/30/2014,Feasibility:8/11/2008,Canceled:12/1/2006,Postponed:4/29/2005,Proposed:11/20/2002,,,,,,,,,,,,,,,,,,,
Fresh Kills Wind Project,Apex Clean Energy,Apex Clean Energy,NY,Richmond,40.5831,-74.1867,17.5,Canceled,3484,Yes,No,No,Canceled:2/16/2017,Postponed:2/12/2016,App Pending:6/10/2010,Proposed:8/4/2007,Feasibility:6/1/2006,,,,,,,,,,,,,,,,,,,
Frey Farm Landfill,Talen Generation,Talen Generation,PA,Lancaster,39.9587,-76.444,3.2,Retired,539,No,No,Yes,Retired:3/1/2017,Operating:2/1/2011,Testing:1/1/2011,Under Const:10/7/2010,Proposed:8/11/2009,Operating:1/16/2006,Testing:12/14/2005,Under Const:7/1/2005,,,,,,,,,,,,,,,,
Frio Energy Wind,Frio Energy,Tri Global Energy,NM,Curry,34.789,-103.2726,400,Postponed,1470,No,Yes,No,Postponed:1/4/2018,Proposed:10/23/2014,,,,,,,,,,,,,,,,,,,,,,
Frogmore Wind Farm,International Power Canada,International Power Canada,ON,,42.5851,-80.5582,9.6,Operating,349,No,No,No,Operating:6/25/2008,Testing:3/1/2008,Under Const:10/23/2007,Site Prep:9/10/2007,Proposed:7/12/2007,,,,,,,,,,,,,,,,,,,
Front Line Wind Farm,Boralex,Boralex,ON,,42.3945,-81.8716,10,Operating,1179,No,No,No,Operating:1/29/2010,Under Const:10/30/2009,Permitted:3/7/2007,App Pending:2/27/2007,Proposed:11/7/2006,,,,,,,,,,,,,,,,,,,
Front Page Wind 1 Facility,sPower Development Co,sPower Development Co,CO,Lincoln,39.169,-103.379,104,Proposed,97,No,Yes,No,Proposed:7/27/2018,,,,,,,,,,,,,,,,,,,,,,,
Front Page Wind 2 Facility,sPower Development Co,sPower Development Co,CO,Kit Carson,39.172,-103.043,104,Proposed,97,No,Yes,No,Proposed:7/27/2018,,,,,,,,,,,,,,,,,,,,,,,
Front Page Wind 3 Facility,sPower Development Co,sPower Development Co,CO,Lincoln,39.344,-103.379,104,Proposed,97,No,Yes,No,Proposed:7/27/2018,,,,,,,,,,,,,,,,,,,,,,,
Front Page Wind 4 Facility,sPower Development Co,sPower Development Co,CO,Kit Carson,39.481,-103.043,104,Proposed,97,No,Yes,No,Proposed:7/27/2018,,,,,,,,,,,,,,,,,,,,,,,
Front Page Wind 5 Facility,sPower Development Co,sPower Development Co,CO,Lincoln,39.518,-103.378,104,Proposed,97,No,Yes,No,Proposed:7/27/2018,,,,,,,,,,,,,,,,,,,,,,,
Front Page Wind 6 Facility,sPower Development Co,sPower Development Co,CO,Kit Carson,39.514,-103.041,104,Proposed,97,No,Yes,No,Proposed:7/27/2018,,,,,,,,,,,,,,,,,,,,,,,
Front Page Wind 7 Facility,sPower Development Co,sPower Development Co,CO,Kit Carson,39.343,-102.705,91,Proposed,97,No,Yes,No,Proposed:7/27/2018,,,,,,,,,,,,,,,,,,,,,,,
Frontier Wind Farm,Pacific Winds,Pacific Winds,WY,Goshen,42.0886,-104.3543,133,Canceled,1120,Yes,No,No,Canceled:5/25/2012,Postponed:6/1/2011,Proposed:5/1/2009,,,,,,,,,,,,,,,,,,,,,
Frontier Windpower Project,Frontier Windpower,Frontier Windpower,OK,Kay,36.7987,-97.1606,200,Operating,364,No,No,No,Operating:12/1/2016,Under Const:4/28/2016,Proposed:12/3/2015,,,,,,,,,,,,,,,,,,,,,
Fuerza Viento Papaloapan,Fuerza Viento Papaloapan S A P I de C V,Fuerza Viento Papaloapan S A P I de C V,VER,,18.7894,-95.7648,40,Under Const,2072,No,Yes,No,Under Const:12/26/2017,Permitted:9/15/2015,Proposed:2/28/2013,,,,,,,,,,,,,,,,,,,,,
G McNeilus Windfarm,Garwin McNeilus Wind Energy Co,Garwin McNeilus Wind Energy Co,MN,Dodge,43.9753,-92.8511,9,Operating,1,No,No,No,Operating:5/1/2004,Operating:8/1/2003,Operating:5/1/2003,Operating:2/1/2003,Operating:9/1/2002,Proposed:8/31/2002,,,,,,,,,,,,,,,,,,
G3 Wind,DKRW Wind,DKRW Wind,NM,Guadalupe,34.3562,-105.1014,3000,Canceled,1317,Yes,No,No,Canceled:3/20/2012,Proposed:8/11/2008,,,,,,,,,,,,,,,,,,,,,,
Gadwall Wind Farm,Gadwall Wind,Gadwall Wind,MN,Lyon,44.247,-95.806,20,Canceled,2344,Yes,No,No,Canceled:7/17/2017,Postponed:6/27/2016,Proposed:2/15/2011,,,,,,,,,,,,,,,,,,,,,
Gaelectric Northwest Wind,Gaelectric Northwest,Gaelectric Northwest,OR,Umatilla,45.8597,-118.2708,199.5,Canceled,2366,Yes,No,No,Canceled:5/28/2015,App Pending:7/6/2011,Proposed:12/4/2008,,,,,,,,,,,,,,,,,,,,,
Gail Windpower Project,DEGS Wind I,DEGS Wind I,MI,Manistee,44.4957,-86.0712,200,Canceled,436,Yes,No,No,Canceled:1/18/2012,Proposed:11/8/2010,,,,,,,,,,,,,,,,,,,,,,
Galactic Wind Farm,Epic Systems,Galactic Wind,WI,Dane,43.1731,-89.5533,9.9,Operating,1878,No,No,No,Operating:12/31/2012,Under Const:10/18/2012,Canceled:6/28/2012,Postponed:7/12/2011,Permitted:7/21/2009,Postponed:4/22/2009,Permitted:5/14/2008,Proposed:11/10/2007,Feasibility:1/3/2005,,,,,,,,,,,,,,,
Galileo Wind,Availon Wind Services,Galileo Wind 2,IA,Marshall,42,-93,6,Canceled,1099,Yes,No,No,Canceled:8/30/2016,Proposed:8/27/2013,,,,,,,,,,,,,,,,,,,,,,
Galileo Wind 1,Galileo Wind 1,Mason Wind,IA,Fayette,42.644,-92.016,2.13,Canceled,1211,Yes,No,No,Canceled:7/24/2018,Postponed:11/27/2017,Proposed:3/31/2015,,,,,,,,,,,,,,,,,,,,,
Gallegos Wind Farm,Triangle Gallegos,Triangle Gallegos,NM,Union,36.4501,-103.8217,180,Under Const,2222,No,Yes,No,Under Const:9/1/2016,Proposed:10/1/2012,,,,,,,,,,,,,,,,,,,,,,
Galloo Island Wind Farm,Apex Clean Energy,Apex Clean Energy,NY,Jefferson,43.9102,-76.4048,106,App Pending,2045,Yes,No,No,App Pending:10/1/2017,Proposed:1/31/2015,Canceled:6/6/2013,Postponed:9/27/2011,Permitted:2/2/2010,App Pending:6/14/2009,Proposed:10/31/2007,,,,,,,,,,,,,,,,,
Galveston Offshore Wind,Wind Energy Systems Technologies,Wind Energy Systems Technologies,TX,Offshore,29.1876,-94.7747,150,Proposed,4756,No,Yes,No,Proposed:3/24/2014,Postponed:6/22/2012,Permitted:6/12/2007,Proposed:3/16/2007,Proposed:10/24/2005,,,,,,,,,,,,,,,,,,,
Ganaraska Wind Park,Wind Works Power,Wind Works Power,ON,,44.0116,-78.5888,20,Operating,2335,No,No,No,Operating:5/6/2016,Under Const:1/14/2016,Permitted:2/1/2015,App Pending:6/25/2014,Proposed:12/14/2009,,,,,,,,,,,,,,,,,,,
Garden State Offshore Energy,Deepwater Wind,Deepwater Wind,NJ,Offshore,39.1106,-74.3232,172.8,Proposed,1668,No,Yes,No,Proposed:4/8/2014,App Pending:10/4/2008,,,,,,,,,,,,,,,,,,,,,,
Garnet Wind,Garnet Energy,Garnet Energy,CA,Riverside,33.9059,-116.5819,5.5,Operating,1212,No,No,No,Operating:9/1/2009,Operating:6/2/2009,Under Const:3/6/2008,Proposed:2/6/2006,,,,,,,,,,,,,,,,,,,,
Garrison Butte Wind,Capital Power,Capital Power,ND,Mercer,47.4531,-101.6497,100,Proposed,1036,No,Yes,No,Proposed:12/31/2015,,,,,,,,,,,,,,,,,,,,,,,
Garvie Mountain Wind,First Wind,First Wind,NB,,46.4822,-67.4435,37,Canceled,3125,Yes,No,No,Canceled:4/4/2016,Postponed:8/30/2012,Proposed:9/14/2007,,,,,,,,,,,,,,,,,,,,,
Garvin Wind Farm,Garvin Wind,Garvin Wind,MN,Lyon,44.208,-95.777,18,Canceled,839,Yes,No,No,Canceled:6/3/2013,Postponed:4/8/2013,Proposed:2/15/2011,,,,,,,,,,,,,,,,,,,,,
Gascoyne I Wind,Crownbutte Wind Power,Crownbutte Wind Power,ND,Bowman,46.1423,-102.9997,20,Canceled,1505,Yes,No,No,Canceled:3/22/2012,Permitted:11/1/2008,Proposed:2/7/2008,,,,,,,,,,,,,,,,,,,,,
Gascoyne II Wind,Crownbutte Wind Power,Crownbutte Wind Power,ND,Bowman,46.2202,-103.016,201,Canceled,1276,Yes,No,No,Canceled:11/15/2011,Feasibility:5/4/2011,Proposed:5/18/2008,,,,,,,,,,,,,,,,,,,,,
Gatesville Wind Farm,Gamesa Energy USA,Gamesa Energy USA,TX,Coryell,31.6349,-97.7666,200,Canceled,2981,Yes,No,No,Canceled:4/11/2016,Postponed:12/6/2011,Proposed:2/12/2008,,,,,,,,,,,,,,,,,,,,,
Gateway Wind Farm,Pacific Winds,Pacific Winds,MO,Putnam,40.4784,-93.0176,44,Canceled,1456,Yes,No,No,Canceled:6/26/2013,Postponed:1/23/2013,Proposed:7/1/2009,,,,,,,,,,,,,,,,,,,,,
GE 1.5 SLE Prototype,Wind Energy Prototypes,Wind Energy Prototypes,CA,Kern,35.08,-118.38,1.53,Operating,285,No,No,No,Operating:5/17/2010,Proposed:8/5/2009,,,,,,,,,,,,,,,,,,,,,,
GE 1.6-100 Prototype,Wind Energy Prototypes,Wind Energy Prototypes,CA,Kern,35.0832,-118.3732,1.6,Operating,558,No,No,No,Operating:5/1/2014,Retired:10/1/2013,Operating:2/14/2011,Proposed:8/5/2009,,,,,,,,,,,,,,,,,,,,
Geary County Wind Ranch,CPV Wind Ventures,CPV Wind Ventures,KS,Geary,38.9777,-96.6024,100,Canceled,1335,Yes,No,No,Canceled:9/2/2008,Proposed:10/1/2007,App Pending:12/11/2006,Proposed:1/6/2005,,,,,,,,,,,,,,,,,,,,
Georgia Mountain Wind,Greenbacker Renewable Energy Co,Greenbacker Renewable Energy Co,VT,Chittenden,44.6638,-73.0707,10,Operating,1661,No,No,No,Operating:12/22/2012,Under Const:5/11/2012,Permitted:6/15/2010,App Pending:3/1/2009,Proposed:6/5/2008,,,,,,,,,,,,,,,,,,,
Geronimo Goodhue Wind,Geronimo Wind Energy,Geronimo Wind Energy,MN,Goodhue,44.4336,-92.6362,95,Canceled,2389,Yes,No,No,Canceled:7/16/2015,Permitted:12/25/2011,Proposed:12/30/2008,,,,,,,,,,,,,,,,,,,,,
Gestamp Boone County Wind,Gestamp Wind North America,Gestamp Wind North America,IN,Boone,39.9637,-86.6172,195,Canceled,2269,Yes,No,No,Canceled:11/13/2015,Proposed:8/27/2009,,,,,,,,,,,,,,,,,,,,,,
Getchell Wind Farm,Navitas Energy,Navitas Energy,NV,Humboldt,41.0104,-117.6754,80,Canceled,260,Yes,No,No,Canceled:3/9/2005,Proposed:6/22/2004,,,,,,,,,,,,,,,,,,,,,,
Getty Wind Project,Getty Wind Co,Getty Wind Co,MN,Stearns,45.6724,-94.9798,40,Operating,2396,No,No,No,Operating:12/31/2016,Under Const:7/6/2016,Permitted:12/7/2012,App Pending:10/11/2011,Proposed:6/10/2010,,,,,,,,,,,,,,,,,,,
Gettysburg Wind Energy Facility,Gettysburg Wind Energy Facility,Disgen Holdings,SD,Tripp,43.081,-100.026,19.999,Canceled,1028,Yes,No,No,Canceled:3/28/2016,Postponed:12/22/2015,Proposed:6/4/2013,,,,,,,,,,,,,,,,,,,,,
Ghost Pine Wind,Ghost Pine Wind Farm,Ghost Pine Wind Farm,AB,,51.8991,-113.3644,81.6,App Pending,1396,No,No,No,App Pending:8/1/2018,Proposed:2/1/2018,Operating:12/31/2010,Testing:12/1/2010,Under Const:11/1/2010,Proposed:3/6/2007,,,,,,,,,,,,,,,,,,
Gidaabik Wind Project,Innergex Renewable Energy,Innergex Renewable Energy,ON,,46.4717,-79.3987,110,Canceled,955,Yes,No,No,Canceled:3/13/2018,Postponed:8/7/2017,Proposed:8/1/2015,,,,,,,,,,,,,,,,,,,,,
Glace Bay Lingan Wind,Cape Breton Power,Cape Breton Power,NS,,46.2431,-60.0342,1.6,Operating,236,No,No,No,Operating:12/31/2006,Operating:8/15/2006,Under Const:6/2/2006,Under Const:5/21/2006,Operating:12/7/2005,Under Const:8/25/2005,Proposed:4/15/2005,,,,,,,,,,,,,,,,,
Glacier Ridge Wind Farm,Peak Wind,Peak Wind,ND,Barnes,47.0146,-97.828,179,Proposed,834,No,Yes,No,Proposed:5/18/2017,Proposed:7/20/2016,,,,,,,,,,,,,,,,,,,,,,
Glebe Mountain,Catamount Energy,Catamount Energy,VT,Windham,43.1883,-72.7611,47.5,Canceled,753,Yes,No,No,Canceled:5/27/2006,Postponed:3/17/2006,Proposed:12/30/2005,Postponed:2/27/2005,Proposed:5/4/2004,,,,,,,,,,,,,,,,,,,
Glen Dhu Wind Park,Glen Dhu Wind Energy,Glen Dhu Wind Energy,NS,,45.6518,-62.2313,20.9,Canceled,1546,Yes,No,Yes,Canceled:12/14/2015,Postponed:12/5/2014,App Pending:3/21/2012,Proposed:9/20/2011,Operating:4/14/2011,Operating:12/31/2010,Under Const:6/1/2010,Permitted:2/4/2009,Feasibility:4/2/2008,,,,,,,,,,,,,,,
Glenridge Wind,Shear Wind,Shear Wind,AB,,50.9103,-110.6818,100,Canceled,1918,Yes,No,No,Canceled:2/1/2013,Canceled:11/1/2011,Proposed:8/1/2006,,,,,,,,,,,,,,,,,,,,,
Glenrock Wind Energy Project,PacifiCorp,PacifiCorp,WY,Converse,43.0671,-105.8408,99,Operating,547,No,No,No,Operating:1/31/2009,Operating:12/31/2008,Under Const:2/28/2008,Permitted:2/27/2008,App Pending:11/24/2007,Proposed:7/3/2007,,,,,,,,,,,,,,,,,,
Gloucester Wind Turbines,Equity Industrial Turbines,Equity Industrial Turbines,MA,Essex,42.657,-70.656,4,Operating,382,No,No,No,Operating:1/10/2013,Proposed:12/25/2011,,,,,,,,,,,,,,,,,,,,,,
Goat Mountain,Goat Mountain Wind,Goat Mountain Wind,TX,Coke,31.9805,-100.7825,80,Operating,359,No,No,No,Operating:3/1/2009,Under Const:8/1/2008,Operating:4/30/2008,Under Const:8/1/2007,Proposed:5/7/2007,,,,,,,,,,,,,,,,,,,
God's Pocket Wind,Sea Breeze Energy,Sea Breeze Energy,BC,,50.8687,-127.7491,180,Canceled,2776,Yes,No,No,Canceled:6/1/2013,Postponed:5/25/2012,Proposed:10/25/2005,,,,,,,,,,,,,,,,,,,,,
Golden Flats Wind,Golden Flats Wind,Golden Flats Wind,MT,Golden Valley,46.214,-109.109,80,Proposed,425,No,Yes,No,Proposed:9/2/2017,,,,,,,,,,,,,,,,,,,,,,,
Golden Hills North Wind Energy Center,Golden Hills North Wind,Golden Hills North Wind,CA,Alameda,37.7692,-121.6302,46,Operating,184,No,No,No,Operating:11/1/2017,Under Const:5/31/2017,Proposed:5/1/2017,,,,,,,,,,,,,,,,,,,,,
Golden Hills Wind,Golden Hills Wind,Golden Hills Wind,CA,Alameda,37.7797,-121.7073,86,Operating,1703,No,No,No,Operating:12/31/2015,Under Const:6/16/2011,Proposed:5/3/2011,,,,,,,,,,,,,,,,,,,,,
Golden Prairie Wind Farm,NaturEner,NaturEner,NE,Morrill,41.6897,-103.0491,100,Canceled,385,Yes,No,No,Canceled:6/28/2013,Proposed:6/8/2012,,,,,,,,,,,,,,,,,,,,,,
Golden Spread Panhandle Wind Ranch,Golden Spread Panhandle Wind Ranch,Google Energy,TX,Oldham,35.2344,-102.2171,78.2,Operating,495,No,No,No,Operating:10/25/2011,Testing:9/1/2011,Under Const:5/6/2011,Proposed:6/17/2010,,,,,,,,,,,,,,,,,,,,
Golden Township,BP Alternative Energy,BP Alternative Energy,MI,Oceana,43.6566,-86.2998,11.7,Canceled,2268,Yes,No,No,Canceled:4/24/2008,Postponed:11/9/2004,Proposed:2/7/2002,,,,,,,,,,,,,,,,,,,,,
Golden Valley Wind Park,Golden Valley Wind Park,Golden Valley Wind Park,ID,Cassia,42.4405,-113.9239,12,Operating,2068,No,No,No,Operating:2/3/2011,Testing:1/1/2011,Under Const:8/24/2010,Site Prep:6/1/2010,Postponed:5/19/2009,Proposed:6/6/2005,,,,,,,,,,,,,,,,,,
Golden West (CO),Golden West Power Partners,Golden West Power Partners,CO,El Paso,38.9978,-104.2392,249.9,Operating,1795,No,No,No,Operating:10/1/2015,Site Prep:5/11/2015,Permitted:12/20/2013,App Pending:11/13/2013,Proposed:11/1/2010,,,,,,,,,,,,,,,,,,,
Goldthwaite Wind Energy,Goldthwaite Wind Energy,Goldthwaite Wind Energy,TX,Mills,31.4315,-98.5499,151,Operating,1283,No,No,No,Operating:1/1/2014,Operating:12/1/2013,Under Const:5/1/2013,Permitted:12/19/2012,Proposed:5/28/2010,,,,,,,,,,,,,,,,,,,
Goodland City Wind Project,ReNewable Energy Resources,ReNewable Energy Resources,KS,Sherman,39.3132,-101.6913,3,Canceled,913,Yes,No,No,Canceled:8/27/2007,Proposed:2/25/2005,,,,,,,,,,,,,,,,,,,,,,
Goodland Wind,Goodland Wind,Goodland Wind,KS,Sherman,39.1679,-101.8413,81,Canceled,1275,Yes,No,No,Canceled:4/21/2012,Postponed:10/1/2009,Proposed:10/24/2008,,,,,,,,,,,,,,,,,,,,,
Goodnight Wind Energy Project,Goodnight Wind Energy Project,FGE Goodnight,TX,Armstrong,34.9305,-101.3209,497,Under Const,2017,No,Yes,No,Under Const:3/27/2015,Proposed:4/24/2013,,,,,,,,,,,,,,,,,,,,,,
Goodnoe Hills Windfarm,PacifiCorp,PacifiCorp,WA,Klickitat,45.7855,-120.5021,94,Canceled,1978,No,No,No,Canceled:5/27/2015,Postponed:10/23/2012,Proposed:9/12/2011,Operating:7/14/2008,Testing:6/1/2008,App Pending:5/19/2008,Canceled:6/5/2007,Under Const:6/1/2007,Site Prep:10/1/2005,App Pending:8/6/2005,Postponed:4/15/2004,Proposed:2/13/2003,,,,,,,,,,,,
Goodwell Wind,Goodwell Wind Project,Goodwell Wind Project,OK,Texas,36.7029,-101.3716,200,Operating,3433,No,No,No,Operating:12/11/2015,Testing:10/1/2015,Under Const:1/30/2014,Proposed:10/11/2013,Postponed:8/16/2011,Proposed:7/18/2006,,,,,,,,,,,,,,,,,,
Goodwins Island Wind Farm,Schneider Power,Schneider Power,NS,,43.4949,-65.778,22.5,Canceled,3877,Yes,No,No,Canceled:9/14/2015,Postponed:9/10/2013,App Pending:5/31/2011,Proposed:8/31/2009,Postponed:1/1/2009,Proposed:2/1/2005,,,,,,,,,,,,,,,,,,
Goose Bill Wind,Goose Bill Wind,Juhl Energy,MT,Chouteau,48.035,-110.829,20.7,Postponed,884,No,Yes,No,Postponed:9/25/2018,Proposed:5/31/2016,,,,,,,,,,,,,,,,,,,,,,
Gordon Butte Wind,Gordon Butte Wind,Gordon Butte Wind,MT,Meagher,46.4137,-110.3327,9.6,Operating,1176,No,No,No,Operating:1/31/2012,Proposed:11/11/2008,,,,,,,,,,,,,,,,,,,,,,
Gosfield Wind Project,Gosfield Wind,Gosfield Wind,ON,,42.1321,-82.7051,50.4,Operating,2802,No,No,No,Operating:9/16/2010,Testing:7/1/2010,Under Const:5/1/2010,Site Prep:9/4/2009,Proposed:1/23/2009,App Pending:8/4/2006,Proposed:1/14/2003,,,,,,,,,,,,,,,,,
Goshen II,BP Wind Energy North America,Goshen Phase II,ID,Bonneville,43.4724,-111.8445,124.5,Operating,1423,No,No,No,Operating:11/4/2010,Testing:9/1/2010,Under Const:3/16/2010,Proposed:8/20/2009,Permitted:1/23/2007,Proposed:12/12/2006,,,,,,,,,,,,,,,,,,
Goshen Wind Energy Centre,NextEra Energy Canada,NextEra Energy Canada,ON,,43.345,-81.6413,100.76,Operating,1701,No,No,No,Operating:2/23/2015,Under Const:8/31/2014,Permitted:7/29/2014,App Pending:3/3/2014,Proposed:6/28/2010,,,,,,,,,,,,,,,,,,,
Goulais Wind Project,Confederation Power,Confederation Power,ON,,46.7105,-84.3637,25,Operating,1743,No,No,No,Operating:5/22/2015,Testing:5/1/2015,Under Const:6/25/2014,Canceled:4/17/2014,Proposed:8/13/2010,,,,,,,,,,,,,,,,,,,
Grady Martin Wind,Apex Clean Energy,Apex Clean Energy,NM,Curry,34.569,-103.264,750,Proposed,560,No,Yes,No,Proposed:4/20/2017,,,,,,,,,,,,,,,,,,,,,,,
Grady Wind Energy Center,Grady Wind Energy Center,Grady Wind Energy Center,NM,Curry,34.7593,-103.1185,200.8,Under Const,1147,No,Yes,No,Under Const:7/31/2018,Permitted:4/30/2018,Proposed:9/11/2015,,,,,,,,,,,,,,,,,,,,,
Granada Wind Farm,TGP Granada,TGP Granada,NM,Guadalupe,34.9901,-104.8745,201,Canceled,2386,Yes,No,No,Canceled:12/23/2014,Proposed:8/11/2008,Proposed:6/11/2008,,,,,,,,,,,,,,,,,,,,,
Grand Bend Wind Farm,Northland Power,Northland Power,ON,,43.3095,-81.7496,100,Operating,2622,No,No,No,Operating:4/19/2016,Under Const:4/2/2015,Permitted:7/29/2014,Proposed:2/13/2009,,,,,,,,,,,,,,,,,,,,
Grand Etang,Nova Scotia Power,Nova Scotia Power,NS,,46.4938,-60.9998,0.7,Retired,108,No,No,No,Retired:1/4/2017,Operating:10/20/2002,Proposed:7/4/2002,,,,,,,,,,,,,,,,,,,,,
Grand Manan Wind,Innergex,Innergex,NB,,44.6802,-66.8547,100,Proposed,1268,Yes,No,No,Proposed:4/14/2017,Postponed:10/25/2010,Proposed:5/14/2009,Proposed:10/11/2008,Canceled:5/15/2007,Postponed:1/20/2007,Permitted:10/15/2004,Proposed:11/24/2003,,,,,,,,,,,,,,,,
Grand Meadow Wind Farm,Outland Energy Services,Northern States Power Co (Minnesota),MN,Mower,43.7177,-92.6779,100.5,Canceled,506,No,No,No,Canceled:9/28/2010,Operating:12/4/2008,Permitted:8/26/2008,App Pending:4/1/2008,Under Const:2/1/2008,Permitted:7/26/2007,Proposed:7/17/2007,Feasibility:3/8/2007,,,,,,,,,,,,,,,,
Grand Renewable Energy Park,Samsung Green REpower,Grand Renewable Solar,ON,,42.8802,-79.7891,148.6,Operating,1684,No,No,No,Operating:7/27/2015,Testing:3/27/2015,Operating:1/12/2015,Under Const:11/12/2014,Testing:11/1/2014,Under Const:4/1/2014,Site Prep:8/13/2013,Site Prep:8/12/2013,Permitted:6/18/2012,Permitted:6/15/2012,App Pending:3/12/2012,Proposed:6/3/2010,,,,,,,,,,,,
Grand Ridge Wind (Orion),Orion Energy Group,Orion Energy Group,IL,La Salle,41.2743,-88.8632,50,Canceled,1579,Yes,No,No,Canceled:12/29/2009,Postponed:10/13/2006,Proposed:9/2/2005,,,,,,,,,,,,,,,,,,,,,
Grand Ridge Wind Farm,Grand Ridge Energy,Grand Ridge Energy IV,IL,,41.232,-88.6997,99,Permitted,1145,No,No,No,Permitted:7/14/2017,Operating:5/14/2015,Under Const:2/10/2015,Proposed:6/16/2014,Operating:3/1/2013,Canceled:1/23/2013,Proposed:11/13/2012,Postponed:1/30/2012,Operating:12/31/2009,Operating:10/30/2009,Under Const:6/27/2009,Proposed:6/24/2009,Operating:10/15/2008,Under Const:2/10/2008,Permitted:8/10/2007,Proposed:5/21/2007,App Pending:5/16/2007,Proposed:12/21/2006,Proposed:8/27/2005,,,,,
Grand Ronde Wind,Everpower Oregon,Everpower Oregon,OR,Polk,44.998,-123.63,80,Canceled,1271,Yes,No,No,Canceled:9/26/2016,Proposed:4/4/2013,,,,,,,,,,,,,,,,,,,,,,
Grand Valley Wind Farm,Siemens Energy,Grand Valley Wind 1,ON,,44.012,-80.3523,20.7,Operating,1954,No,No,No,Operating:12/3/2015,Permitted:10/15/2014,Operating:3/23/2012,Under Const:10/4/2011,Proposed:8/17/2009,Permitted:2/27/2009,App Pending:2/27/2007,Proposed:11/16/2006,,,,,,,,,,,,,,,,
Grande Prairie Wind Farm,Grande Prairie Wind,Grande Prairie Wind,NE,Holt,42.5954,-98.4957,100,Operating,2766,No,No,No,Operating:12/29/2016,Operating:12/28/2016,Operating:12/27/2016,Under Const:10/9/2015,Proposed:6/1/2009,Permitted:3/12/2007,,,,,,,,,,,,,,,,,,
Grandpas Knob Windfield,Noble Environmental Power,Noble Environmental Power,VT,Rutland,43.6574,-73.0945,20,Canceled,1871,Yes,No,No,Canceled:12/1/2016,Postponed:7/1/2014,Proposed:10/18/2011,Feasibility:2/1/2007,,,,,,,,,,,,,,,,,,,,
Grandview Wind Farm,Grandview Wind Farm,Grandview Wind Farm,TX,Carson,35.2347,-101.3582,211.22,Canceled,534,No,No,No,Canceled:5/1/2017,Operating:5/31/2016,Testing:5/17/2016,Under Const:12/31/2015,App Pending:1/31/2015,Operating:12/18/2014,Proposed:8/14/2014,Under Const:1/30/2014,Proposed:7/2/2013,,,,,,,,,,,,,,,
Granite Mountain Wind,Granite Wind,Granite Wind,CA,San Bernardino,34.5395,-117.0264,32.2,Canceled,2198,Yes,No,No,Canceled:8/2/2013,App Pending:5/30/2008,Proposed:7/27/2007,,,,,,,,,,,,,,,,,,,,,
Grant & Montague Townships,BP Alternative Energy,BP Alternative Energy,MI,,43.4699,-86.3349,100.8,Canceled,1056,Yes,No,No,Canceled:11/20/2012,Postponed:11/22/2011,Proposed:12/1/2008,Canceled:1/16/2006,Postponed:10/28/2005,Proposed:2/25/2003,,,,,,,,,,,,,,,,,,
Grant Park Wind Farm,Grant Park Wind Farm,Grant Park Wind Farm,IL,Kankakee,41.2626,-87.6718,300,Proposed,93,No,Yes,No,Proposed:7/31/2018,,,,,,,,,,,,,,,,,,,,,,,
Grant Plains Wind,Grant Plains Wind,Grant Plains Wind,OK,Grant,36.9818,-97.6735,150,Operating,521,No,No,No,Operating:12/31/2016,Proposed:7/29/2015,,,,,,,,,,,,,,,,,,,,,,
Grant Wind (OK),Grant Wind,Grant Wind,OK,Grant,36.8979,-97.7274,150,Operating,520,No,No,No,Operating:4/28/2016,Under Const:8/31/2015,Proposed:11/25/2014,,,,,,,,,,,,,,,,,,,,,
